upc,pid,categories,brand,description,country_of_origin,favorite,size,unit,gmo,organic,temperature,heat_sensitive,warnings,images
0023902140000,0023902140000,['Meat & Seafood'],,Fresh Rainbow Trout Fillet Farm Raised (sustainably sourced),null,FALSE,1 lb,,,,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0023902140000', 'https://www.kroger.com/product/images/large/front/0023902140000', 'https://www.kroger.com/product/images/medium/front/0023902140000', 'https://www.kroger.com/product/images/small/front/0023902140000', 'https://www.kroger.com/product/images/thumbnail/front/0023902140000']"
0007680828073,0007680828073,"['Pasta, Sauces, Grain']",Barilla,"Barilla Penne Pasta, Quality Non-GMO and Kosher Certified Pasta",UNITED STATES,FALSE,16 oz,,PRODUCT LABELED WITH NON-GMO CLAIM,NO,Ambient,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0007680828073', 'https://www.kroger.com/product/images/large/front/0007680828073', 'https://www.kroger.com/product/images/medium/front/0007680828073', 'https://www.kroger.com/product/images/small/front/0007680828073', 'https://www.kroger.com/product/images/thumbnail/front/0007680828073', 'https://www.kroger.com/product/images/xlarge/right/0007680828073', 'https://www.kroger.com/product/images/large/right/0007680828073', 'https://www.kroger.com/product/images/medium/right/0007680828073', 'https://www.kroger.com/product/images/small/right/0007680828073', 'https://www.kroger.com/product/images/thumbnail/right/0007680828073', 'https://www.kroger.com/product/images/xlarge/bottom/0007680828073', 'https://www.kroger.com/product/images/large/bottom/0007680828073', 'https://www.kroger.com/product/images/medium/bottom/0007680828073', 'https://www.kroger.com/product/images/small/bottom/0007680828073', 'https://www.kroger.com/product/images/thumbnail/bottom/0007680828073', 'https://www.kroger.com/product/images/xlarge/top/0007680828073', 'https://www.kroger.com/product/images/large/top/0007680828073', 'https://www.kroger.com/product/images/medium/top/0007680828073', 'https://www.kroger.com/product/images/small/top/0007680828073', 'https://www.kroger.com/product/images/thumbnail/top/0007680828073', 'https://www.kroger.com/product/images/xlarge/left/0007680828073', 'https://www.kroger.com/product/images/large/left/0007680828073', 'https://www.kroger.com/product/images/medium/left/0007680828073', 'https://www.kroger.com/product/images/small/left/0007680828073', 'https://www.kroger.com/product/images/thumbnail/left/0007680828073']"
0007343500004,0007343500004,['Bakery'],King's Hawaiian,King's Hawaiian® Original Hawaiian Sweet Dinner Rolls,UNITED STATES,FALSE,12 ct / 1 oz,,,NO,Ambient,FALSE,,"['https://www.kroger.com/product/images/xlarge/right/0007343500004', 'https://www.kroger.com/product/images/large/right/0007343500004', 'https://www.kroger.com/product/images/medium/right/0007343500004', 'https://www.kroger.com/product/images/small/right/0007343500004', 'https://www.kroger.com/product/images/thumbnail/right/0007343500004', 'https://www.kroger.com/product/images/xlarge/front/0007343500004', 'https://www.kroger.com/product/images/large/front/0007343500004', 'https://www.kroger.com/product/images/medium/front/0007343500004', 'https://www.kroger.com/product/images/small/front/0007343500004', 'https://www.kroger.com/product/images/thumbnail/front/0007343500004', 'https://www.kroger.com/product/images/xlarge/back/0007343500004', 'https://www.kroger.com/product/images/large/back/0007343500004', 'https://www.kroger.com/product/images/medium/back/0007343500004', 'https://www.kroger.com/product/images/small/back/0007343500004', 'https://www.kroger.com/product/images/thumbnail/back/0007343500004', 'https://www.kroger.com/product/images/xlarge/bottom/0007343500004', 'https://www.kroger.com/product/images/large/bottom/0007343500004', 'https://www.kroger.com/product/images/medium/bottom/0007343500004', 'https://www.kroger.com/product/images/small/bottom/0007343500004', 'https://www.kroger.com/product/images/thumbnail/bottom/0007343500004', 'https://www.kroger.com/product/images/xlarge/left/0007343500004', 'https://www.kroger.com/product/images/large/left/0007343500004', 'https://www.kroger.com/product/images/medium/left/0007343500004', 'https://www.kroger.com/product/images/small/left/0007343500004', 'https://www.kroger.com/product/images/thumbnail/left/0007343500004', 'https://www.kroger.com/product/images/xlarge/top/0007343500004', 'https://www.kroger.com/product/images/large/top/0007343500004', 'https://www.kroger.com/product/images/medium/top/0007343500004', 'https://www.kroger.com/product/images/small/top/0007343500004', 'https://www.kroger.com/product/images/thumbnail/top/0007343500004']"
0026910540000,0026910540000,['Meat & Seafood'],,Wild Caught Sockeye Salmon Fillet (Previously Frozen),null,FALSE,1.5 lb,,NO NON-GMO CLAIM,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0026910540000', 'https://www.kroger.com/product/images/large/front/0026910540000', 'https://www.kroger.com/product/images/medium/front/0026910540000', 'https://www.kroger.com/product/images/small/front/0026910540000', 'https://www.kroger.com/product/images/thumbnail/front/0026910540000']"
0007225003712,0007225003712,['Bakery'],Nature's Own,Nature's Own 100% Whole Wheat Bread,UNITED STATES,FALSE,20 oz,,,NO,Ambient,FALSE,NO,"['https://www.kroger.com/product/images/xlarge/back/0007225003712', 'https://www.kroger.com/product/images/large/back/0007225003712', 'https://www.kroger.com/product/images/medium/back/0007225003712', 'https://www.kroger.com/product/images/small/back/0007225003712', 'https://www.kroger.com/product/images/thumbnail/back/0007225003712', 'https://www.kroger.com/product/images/xlarge/front/0007225003712', 'https://www.kroger.com/product/images/large/front/0007225003712', 'https://www.kroger.com/product/images/medium/front/0007225003712', 'https://www.kroger.com/product/images/small/front/0007225003712', 'https://www.kroger.com/product/images/thumbnail/front/0007225003712', 'https://www.kroger.com/product/images/xlarge/right/0007225003712', 'https://www.kroger.com/product/images/large/right/0007225003712', 'https://www.kroger.com/product/images/medium/right/0007225003712', 'https://www.kroger.com/product/images/small/right/0007225003712', 'https://www.kroger.com/product/images/thumbnail/right/0007225003712', 'https://www.kroger.com/product/images/xlarge/bottom/0007225003712', 'https://www.kroger.com/product/images/large/bottom/0007225003712', 'https://www.kroger.com/product/images/medium/bottom/0007225003712', 'https://www.kroger.com/product/images/small/bottom/0007225003712', 'https://www.kroger.com/product/images/thumbnail/bottom/0007225003712', 'https://www.kroger.com/product/images/xlarge/left/0007225003712', 'https://www.kroger.com/product/images/large/left/0007225003712', 'https://www.kroger.com/product/images/medium/left/0007225003712', 'https://www.kroger.com/product/images/small/left/0007225003712', 'https://www.kroger.com/product/images/thumbnail/left/0007225003712', 'https://www.kroger.com/product/images/xlarge/top/0007225003712', 'https://www.kroger.com/product/images/large/top/0007225003712', 'https://www.kroger.com/product/images/medium/top/0007225003712', 'https://www.kroger.com/product/images/small/top/0007225003712', 'https://www.kroger.com/product/images/thumbnail/top/0007225003712']"
0008265750406,0008265750406,"['Beverages', 'Beverages']",Deer Park,Deer Park 100% Natural Spring Bottled Water,UNITED STATES,FALSE,16.9 fl. oz.,,NO NON-GMO CLAIM,NO,Ambient,FALSE,"Warning: Cap is a small part and poses a choking hazard, particularly for children.","['https://www.kroger.com/product/images/xlarge/front/0008265750406', 'https://www.kroger.com/product/images/large/front/0008265750406', 'https://www.kroger.com/product/images/medium/front/0008265750406', 'https://www.kroger.com/product/images/small/front/0008265750406', 'https://www.kroger.com/product/images/thumbnail/front/0008265750406', 'https://www.kroger.com/product/images/xlarge/right/0008265750406', 'https://www.kroger.com/product/images/large/right/0008265750406', 'https://www.kroger.com/product/images/medium/right/0008265750406', 'https://www.kroger.com/product/images/small/right/0008265750406', 'https://www.kroger.com/product/images/thumbnail/right/0008265750406', 'https://www.kroger.com/product/images/xlarge/back/0008265750406', 'https://www.kroger.com/product/images/large/back/0008265750406', 'https://www.kroger.com/product/images/medium/back/0008265750406', 'https://www.kroger.com/product/images/small/back/0008265750406', 'https://www.kroger.com/product/images/thumbnail/back/0008265750406', 'https://www.kroger.com/product/images/xlarge/left/0008265750406', 'https://www.kroger.com/product/images/large/left/0008265750406', 'https://www.kroger.com/product/images/medium/left/0008265750406', 'https://www.kroger.com/product/images/small/left/0008265750406', 'https://www.kroger.com/product/images/thumbnail/left/0008265750406', 'https://www.kroger.com/product/images/xlarge/top/0008265750406', 'https://www.kroger.com/product/images/large/top/0008265750406', 'https://www.kroger.com/product/images/medium/top/0008265750406', 'https://www.kroger.com/product/images/small/top/0008265750406', 'https://www.kroger.com/product/images/thumbnail/top/0008265750406']"
0008000000673,0008000000673,"['Canned & Packaged', 'Meat & Seafood']",StarKist,StarKist Chunk Light Tuna in Water Can,AMERICAN SAMOA; ECUADOR,FALSE,5 oz,,,NO,Ambient,FALSE,Product may contain bones.,"['https://www.kroger.com/product/images/xlarge/right/0008000000673', 'https://www.kroger.com/product/images/large/right/0008000000673', 'https://www.kroger.com/product/images/medium/right/0008000000673', 'https://www.kroger.com/product/images/small/right/0008000000673', 'https://www.kroger.com/product/images/thumbnail/right/0008000000673', 'https://www.kroger.com/product/images/xlarge/back/0008000000673', 'https://www.kroger.com/product/images/large/back/0008000000673', 'https://www.kroger.com/product/images/medium/back/0008000000673', 'https://www.kroger.com/product/images/small/back/0008000000673', 'https://www.kroger.com/product/images/thumbnail/back/0008000000673', 'https://www.kroger.com/product/images/xlarge/front/0008000000673', 'https://www.kroger.com/product/images/large/front/0008000000673', 'https://www.kroger.com/product/images/medium/front/0008000000673', 'https://www.kroger.com/product/images/small/front/0008000000673', 'https://www.kroger.com/product/images/thumbnail/front/0008000000673', 'https://www.kroger.com/product/images/xlarge/top/0008000000673', 'https://www.kroger.com/product/images/large/top/0008000000673', 'https://www.kroger.com/product/images/medium/top/0008000000673', 'https://www.kroger.com/product/images/small/top/0008000000673', 'https://www.kroger.com/product/images/thumbnail/top/0008000000673', 'https://www.kroger.com/product/images/xlarge/left/0008000000673', 'https://www.kroger.com/product/images/large/left/0008000000673', 'https://www.kroger.com/product/images/medium/left/0008000000673', 'https://www.kroger.com/product/images/small/left/0008000000673', 'https://www.kroger.com/product/images/thumbnail/left/0008000000673']"
0026950640000,0026950640000,['Meat & Seafood'],,Large Peeled and Deveined Shrimp Raw 31/40 (sustainably sourced),null,FALSE,1 lb,,,,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0026950640000', 'https://www.kroger.com/product/images/large/front/0026950640000', 'https://www.kroger.com/product/images/medium/front/0026950640000', 'https://www.kroger.com/product/images/small/front/0026950640000', 'https://www.kroger.com/product/images/thumbnail/front/0026950640000']"
0023889500000,0023889500000,['Meat & Seafood'],,Tilapia Fillet (Fresh Farm Raised),null,FALSE,1 lb,,,,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0023889500000', 'https://www.kroger.com/product/images/large/front/0023889500000', 'https://www.kroger.com/product/images/medium/front/0023889500000', 'https://www.kroger.com/product/images/small/front/0023889500000', 'https://www.kroger.com/product/images/thumbnail/front/0023889500000']"
0027576600000,0027576600000,"['Deli', 'Meat & Seafood']",Boar's Head,Boar’s Head Maple Glazed Honey Coat Ham,null,FALSE,1 lb,,,,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/right/0027576600000', 'https://www.kroger.com/product/images/large/right/0027576600000', 'https://www.kroger.com/product/images/medium/right/0027576600000', 'https://www.kroger.com/product/images/small/right/0027576600000', 'https://www.kroger.com/product/images/thumbnail/right/0027576600000', 'https://www.kroger.com/product/images/xlarge/back/0027576600000', 'https://www.kroger.com/product/images/large/back/0027576600000', 'https://www.kroger.com/product/images/medium/back/0027576600000', 'https://www.kroger.com/product/images/small/back/0027576600000', 'https://www.kroger.com/product/images/thumbnail/back/0027576600000', 'https://www.kroger.com/product/images/xlarge/front/0027576600000', 'https://www.kroger.com/product/images/large/front/0027576600000', 'https://www.kroger.com/product/images/medium/front/0027576600000', 'https://www.kroger.com/product/images/small/front/0027576600000', 'https://www.kroger.com/product/images/thumbnail/front/0027576600000', 'https://www.kroger.com/product/images/xlarge/bottom/0027576600000', 'https://www.kroger.com/product/images/large/bottom/0027576600000', 'https://www.kroger.com/product/images/medium/bottom/0027576600000', 'https://www.kroger.com/product/images/small/bottom/0027576600000', 'https://www.kroger.com/product/images/thumbnail/bottom/0027576600000', 'https://www.kroger.com/product/images/xlarge/top/0027576600000', 'https://www.kroger.com/product/images/large/top/0027576600000', 'https://www.kroger.com/product/images/medium/top/0027576600000', 'https://www.kroger.com/product/images/small/top/0027576600000', 'https://www.kroger.com/product/images/thumbnail/top/0027576600000', 'https://www.kroger.com/product/images/xlarge/left/0027576600000', 'https://www.kroger.com/product/images/large/left/0027576600000', 'https://www.kroger.com/product/images/medium/left/0027576600000', 'https://www.kroger.com/product/images/small/left/0027576600000', 'https://www.kroger.com/product/images/thumbnail/left/0027576600000']"
0007342000011,0007342000011,['Dairy'],Daisy,Daisy Pure and Natural Sour Cream,UNITED STATES,FALSE,16 oz,,NO NON-GMO CLAIM,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0007342000011', 'https://www.kroger.com/product/images/large/front/0007342000011', 'https://www.kroger.com/product/images/medium/front/0007342000011', 'https://www.kroger.com/product/images/small/front/0007342000011', 'https://www.kroger.com/product/images/thumbnail/front/0007342000011', 'https://www.kroger.com/product/images/xlarge/back/0007342000011', 'https://www.kroger.com/product/images/large/back/0007342000011', 'https://www.kroger.com/product/images/medium/back/0007342000011', 'https://www.kroger.com/product/images/small/back/0007342000011', 'https://www.kroger.com/product/images/thumbnail/back/0007342000011', 'https://www.kroger.com/product/images/xlarge/right/0007342000011', 'https://www.kroger.com/product/images/large/right/0007342000011', 'https://www.kroger.com/product/images/medium/right/0007342000011', 'https://www.kroger.com/product/images/small/right/0007342000011', 'https://www.kroger.com/product/images/thumbnail/right/0007342000011', 'https://www.kroger.com/product/images/xlarge/bottom/0007342000011', 'https://www.kroger.com/product/images/large/bottom/0007342000011', 'https://www.kroger.com/product/images/medium/bottom/0007342000011', 'https://www.kroger.com/product/images/small/bottom/0007342000011', 'https://www.kroger.com/product/images/thumbnail/bottom/0007342000011', 'https://www.kroger.com/product/images/xlarge/top/0007342000011', 'https://www.kroger.com/product/images/large/top/0007342000011', 'https://www.kroger.com/product/images/medium/top/0007342000011', 'https://www.kroger.com/product/images/small/top/0007342000011', 'https://www.kroger.com/product/images/thumbnail/top/0007342000011', 'https://www.kroger.com/product/images/xlarge/left/0007342000011', 'https://www.kroger.com/product/images/large/left/0007342000011', 'https://www.kroger.com/product/images/medium/left/0007342000011', 'https://www.kroger.com/product/images/small/left/0007342000011', 'https://www.kroger.com/product/images/thumbnail/left/0007342000011']"
0021006150000,0021006150000,"['Frozen', 'Meat & Seafood']",Kroger,Kroger® Tender and Juicy Whole Frozen Turkey (10-14 lb),UNITED STATES,FALSE,1 each,,NO NON-GMO CLAIM,NO,Frozen,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0021006150000', 'https://www.kroger.com/product/images/large/front/0021006150000', 'https://www.kroger.com/product/images/medium/front/0021006150000', 'https://www.kroger.com/product/images/small/front/0021006150000', 'https://www.kroger.com/product/images/thumbnail/front/0021006150000', 'https://www.kroger.com/product/images/xlarge/right/0021006150000', 'https://www.kroger.com/product/images/large/right/0021006150000', 'https://www.kroger.com/product/images/medium/right/0021006150000', 'https://www.kroger.com/product/images/small/right/0021006150000', 'https://www.kroger.com/product/images/thumbnail/right/0021006150000', 'https://www.kroger.com/product/images/xlarge/back/0021006150000', 'https://www.kroger.com/product/images/large/back/0021006150000', 'https://www.kroger.com/product/images/medium/back/0021006150000', 'https://www.kroger.com/product/images/small/back/0021006150000', 'https://www.kroger.com/product/images/thumbnail/back/0021006150000', 'https://www.kroger.com/product/images/xlarge/left/0021006150000', 'https://www.kroger.com/product/images/large/left/0021006150000', 'https://www.kroger.com/product/images/medium/left/0021006150000', 'https://www.kroger.com/product/images/small/left/0021006150000', 'https://www.kroger.com/product/images/thumbnail/left/0021006150000']"
0026940740000,0026940740000,['Meat & Seafood'],,Wild Caught Sea Scallops 10/20,null,FALSE,1 lb,,NO NON-GMO CLAIM,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0026940740000', 'https://www.kroger.com/product/images/large/front/0026940740000', 'https://www.kroger.com/product/images/medium/front/0026940740000', 'https://www.kroger.com/product/images/small/front/0026940740000', 'https://www.kroger.com/product/images/thumbnail/front/0026940740000']"
0025074900000,0025074900000,"['Meat & Seafood', 'Natural & Organic']",Perdue,PERDUE® Boneless Skinless Chicken Breasts,UNITED STATES,FALSE,1 lb,,,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/right/0025074900000', 'https://www.kroger.com/product/images/large/right/0025074900000', 'https://www.kroger.com/product/images/medium/right/0025074900000', 'https://www.kroger.com/product/images/small/right/0025074900000', 'https://www.kroger.com/product/images/thumbnail/right/0025074900000', 'https://www.kroger.com/product/images/xlarge/back/0025074900000', 'https://www.kroger.com/product/images/large/back/0025074900000', 'https://www.kroger.com/product/images/medium/back/0025074900000', 'https://www.kroger.com/product/images/small/back/0025074900000', 'https://www.kroger.com/product/images/thumbnail/back/0025074900000', 'https://www.kroger.com/product/images/xlarge/front/0025074900000', 'https://www.kroger.com/product/images/large/front/0025074900000', 'https://www.kroger.com/product/images/medium/front/0025074900000', 'https://www.kroger.com/product/images/small/front/0025074900000', 'https://www.kroger.com/product/images/thumbnail/front/0025074900000', 'https://www.kroger.com/product/images/xlarge/left/0025074900000', 'https://www.kroger.com/product/images/large/left/0025074900000', 'https://www.kroger.com/product/images/medium/left/0025074900000', 'https://www.kroger.com/product/images/small/left/0025074900000', 'https://www.kroger.com/product/images/thumbnail/left/0025074900000', 'https://www.kroger.com/product/images/xlarge/top/0025074900000', 'https://www.kroger.com/product/images/large/top/0025074900000', 'https://www.kroger.com/product/images/medium/top/0025074900000', 'https://www.kroger.com/product/images/small/top/0025074900000', 'https://www.kroger.com/product/images/thumbnail/top/0025074900000']"
0024195900000,0024195900000,"['Meat & Seafood', 'Natural & Organic']",,Boneless Flat Iron Beef Steak (1 Steak),UNITED STATES,FALSE,1 lb,,,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0024195900000', 'https://www.kroger.com/product/images/large/front/0024195900000', 'https://www.kroger.com/product/images/medium/front/0024195900000', 'https://www.kroger.com/product/images/small/front/0024195900000', 'https://www.kroger.com/product/images/thumbnail/front/0024195900000', 'https://www.kroger.com/product/images/xlarge/right/0024195900000', 'https://www.kroger.com/product/images/large/right/0024195900000', 'https://www.kroger.com/product/images/medium/right/0024195900000', 'https://www.kroger.com/product/images/small/right/0024195900000', 'https://www.kroger.com/product/images/thumbnail/right/0024195900000', 'https://www.kroger.com/product/images/xlarge/back/0024195900000', 'https://www.kroger.com/product/images/large/back/0024195900000', 'https://www.kroger.com/product/images/medium/back/0024195900000', 'https://www.kroger.com/product/images/small/back/0024195900000', 'https://www.kroger.com/product/images/thumbnail/back/0024195900000', 'https://www.kroger.com/product/images/xlarge/left/0024195900000', 'https://www.kroger.com/product/images/large/left/0024195900000', 'https://www.kroger.com/product/images/medium/left/0024195900000', 'https://www.kroger.com/product/images/small/left/0024195900000', 'https://www.kroger.com/product/images/thumbnail/left/0024195900000', 'https://www.kroger.com/product/images/xlarge/top/0024195900000', 'https://www.kroger.com/product/images/large/top/0024195900000', 'https://www.kroger.com/product/images/medium/top/0024195900000', 'https://www.kroger.com/product/images/small/top/0024195900000', 'https://www.kroger.com/product/images/thumbnail/top/0024195900000']"
0025313400000,0025313400000,['Meat & Seafood'],Heritage Farm,Heritage Farm® Boneless Skinless Chicken Tenderloins,UNITED STATES,FALSE,1 lb,,,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/back/0025313400000', 'https://www.kroger.com/product/images/large/back/0025313400000', 'https://www.kroger.com/product/images/medium/back/0025313400000', 'https://www.kroger.com/product/images/small/back/0025313400000', 'https://www.kroger.com/product/images/thumbnail/back/0025313400000', 'https://www.kroger.com/product/images/xlarge/front/0025313400000', 'https://www.kroger.com/product/images/large/front/0025313400000', 'https://www.kroger.com/product/images/medium/front/0025313400000', 'https://www.kroger.com/product/images/small/front/0025313400000', 'https://www.kroger.com/product/images/thumbnail/front/0025313400000', 'https://www.kroger.com/product/images/xlarge/right/0025313400000', 'https://www.kroger.com/product/images/large/right/0025313400000', 'https://www.kroger.com/product/images/medium/right/0025313400000', 'https://www.kroger.com/product/images/small/right/0025313400000', 'https://www.kroger.com/product/images/thumbnail/right/0025313400000', 'https://www.kroger.com/product/images/xlarge/left/0025313400000', 'https://www.kroger.com/product/images/large/left/0025313400000', 'https://www.kroger.com/product/images/medium/left/0025313400000', 'https://www.kroger.com/product/images/small/left/0025313400000', 'https://www.kroger.com/product/images/thumbnail/left/0025313400000']"
0022582900000,0022582900000,['Deli'],Private Selection,Private Selection® Oven Roasted Deli Turkey Breast Sliced,UNITED STATES,FALSE,1 lb,,CONTACT SUPPLIER FOR ADDITIONAL INFORMATION,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0022582900000', 'https://www.kroger.com/product/images/large/front/0022582900000', 'https://www.kroger.com/product/images/medium/front/0022582900000', 'https://www.kroger.com/product/images/small/front/0022582900000', 'https://www.kroger.com/product/images/thumbnail/front/0022582900000']"
0007225001200,0007225001200,['Snacks'],Wonder,Wonder Glazed Honey Buns,UNITED STATES,FALSE,6 ct,,,NO,Ambient,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0007225001200', 'https://www.kroger.com/product/images/large/front/0007225001200', 'https://www.kroger.com/product/images/medium/front/0007225001200', 'https://www.kroger.com/product/images/small/front/0007225001200', 'https://www.kroger.com/product/images/thumbnail/front/0007225001200', 'https://www.kroger.com/product/images/xlarge/back/0007225001200', 'https://www.kroger.com/product/images/large/back/0007225001200', 'https://www.kroger.com/product/images/medium/back/0007225001200', 'https://www.kroger.com/product/images/small/back/0007225001200', 'https://www.kroger.com/product/images/thumbnail/back/0007225001200', 'https://www.kroger.com/product/images/xlarge/right/0007225001200', 'https://www.kroger.com/product/images/large/right/0007225001200', 'https://www.kroger.com/product/images/medium/right/0007225001200', 'https://www.kroger.com/product/images/small/right/0007225001200', 'https://www.kroger.com/product/images/thumbnail/right/0007225001200', 'https://www.kroger.com/product/images/xlarge/bottom/0007225001200', 'https://www.kroger.com/product/images/large/bottom/0007225001200', 'https://www.kroger.com/product/images/medium/bottom/0007225001200', 'https://www.kroger.com/product/images/small/bottom/0007225001200', 'https://www.kroger.com/product/images/thumbnail/bottom/0007225001200', 'https://www.kroger.com/product/images/xlarge/left/0007225001200', 'https://www.kroger.com/product/images/large/left/0007225001200', 'https://www.kroger.com/product/images/medium/left/0007225001200', 'https://www.kroger.com/product/images/small/left/0007225001200', 'https://www.kroger.com/product/images/thumbnail/left/0007225001200', 'https://www.kroger.com/product/images/xlarge/top/0007225001200', 'https://www.kroger.com/product/images/large/top/0007225001200', 'https://www.kroger.com/product/images/medium/top/0007225001200', 'https://www.kroger.com/product/images/small/top/0007225001200', 'https://www.kroger.com/product/images/thumbnail/top/0007225001200']"
0007373106500,0007373106500,['International'],Mission,Mission Super Soft Super Size Yellow Corn Tortillas,UNITED STATES,FALSE,10 ct / 10.84 oz,,PRODUCT LABELED WITH NON-GMO CLAIM,NO,Ambient,FALSE,,"['https://www.kroger.com/product/images/xlarge/back/0007373106500', 'https://www.kroger.com/product/images/large/back/0007373106500', 'https://www.kroger.com/product/images/medium/back/0007373106500', 'https://www.kroger.com/product/images/small/back/0007373106500', 'https://www.kroger.com/product/images/thumbnail/back/0007373106500', 'https://www.kroger.com/product/images/xlarge/front/0007373106500', 'https://www.kroger.com/product/images/large/front/0007373106500', 'https://www.kroger.com/product/images/medium/front/0007373106500', 'https://www.kroger.com/product/images/small/front/0007373106500', 'https://www.kroger.com/product/images/thumbnail/front/0007373106500', 'https://www.kroger.com/product/images/xlarge/right/0007373106500', 'https://www.kroger.com/product/images/large/right/0007373106500', 'https://www.kroger.com/product/images/medium/right/0007373106500', 'https://www.kroger.com/product/images/small/right/0007373106500', 'https://www.kroger.com/product/images/thumbnail/right/0007373106500', 'https://www.kroger.com/product/images/xlarge/bottom/0007373106500', 'https://www.kroger.com/product/images/large/bottom/0007373106500', 'https://www.kroger.com/product/images/medium/bottom/0007373106500', 'https://www.kroger.com/product/images/small/bottom/0007373106500', 'https://www.kroger.com/product/images/thumbnail/bottom/0007373106500', 'https://www.kroger.com/product/images/xlarge/left/0007373106500', 'https://www.kroger.com/product/images/large/left/0007373106500', 'https://www.kroger.com/product/images/medium/left/0007373106500', 'https://www.kroger.com/product/images/small/left/0007373106500', 'https://www.kroger.com/product/images/thumbnail/left/0007373106500', 'https://www.kroger.com/product/images/xlarge/top/0007373106500', 'https://www.kroger.com/product/images/large/top/0007373106500', 'https://www.kroger.com/product/images/medium/top/0007373106500', 'https://www.kroger.com/product/images/small/top/0007373106500', 'https://www.kroger.com/product/images/thumbnail/top/0007373106500']"
0024194800000,0024194800000,"['Meat & Seafood', 'Natural & Organic']",,Choice Beef Shoulder Steak (1 Steak),UNITED STATES,FALSE,1 lb,,,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/back/0024194800000', 'https://www.kroger.com/product/images/large/back/0024194800000', 'https://www.kroger.com/product/images/medium/back/0024194800000', 'https://www.kroger.com/product/images/small/back/0024194800000', 'https://www.kroger.com/product/images/thumbnail/back/0024194800000', 'https://www.kroger.com/product/images/xlarge/front/0024194800000', 'https://www.kroger.com/product/images/large/front/0024194800000', 'https://www.kroger.com/product/images/medium/front/0024194800000', 'https://www.kroger.com/product/images/small/front/0024194800000', 'https://www.kroger.com/product/images/thumbnail/front/0024194800000', 'https://www.kroger.com/product/images/xlarge/right/0024194800000', 'https://www.kroger.com/product/images/large/right/0024194800000', 'https://www.kroger.com/product/images/medium/right/0024194800000', 'https://www.kroger.com/product/images/small/right/0024194800000', 'https://www.kroger.com/product/images/thumbnail/right/0024194800000', 'https://www.kroger.com/product/images/xlarge/left/0024194800000', 'https://www.kroger.com/product/images/large/left/0024194800000', 'https://www.kroger.com/product/images/medium/left/0024194800000', 'https://www.kroger.com/product/images/small/left/0024194800000', 'https://www.kroger.com/product/images/thumbnail/left/0024194800000', 'https://www.kroger.com/product/images/xlarge/top/0024194800000', 'https://www.kroger.com/product/images/large/top/0024194800000', 'https://www.kroger.com/product/images/medium/top/0024194800000', 'https://www.kroger.com/product/images/small/top/0024194800000', 'https://www.kroger.com/product/images/thumbnail/top/0024194800000']"
0022573700000,0022573700000,['Deli'],Private Selection,Private Selection® Black Forest Uncured Deli Ham Sliced,UNITED STATES,FALSE,1 lb,,CONTACT SUPPLIER FOR ADDITIONAL INFORMATION,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/back/0022573700000', 'https://www.kroger.com/product/images/large/back/0022573700000', 'https://www.kroger.com/product/images/medium/back/0022573700000', 'https://www.kroger.com/product/images/small/back/0022573700000', 'https://www.kroger.com/product/images/thumbnail/back/0022573700000', 'https://www.kroger.com/product/images/xlarge/front/0022573700000', 'https://www.kroger.com/product/images/large/front/0022573700000', 'https://www.kroger.com/product/images/medium/front/0022573700000', 'https://www.kroger.com/product/images/small/front/0022573700000', 'https://www.kroger.com/product/images/thumbnail/front/0022573700000']"
